atlas_block,checklists_total,checklists_Atlas1,checklists_Atlas2,checklists_diff,sr_total,sr_Atlas1,sr_Atlas2,sr_diff
4509073NW,17,2,15,13,67,2,65,63
4509074CE,55,17,38,21,109,93,89,-4
4509074NE,66,1,65,64,96,1,96,95
4509074NW,6,1,5,4,28,1,27,26
4509075CE,30,4,26,22,114,98,93,-5
4509075CW,24,1,23,22,42,1,42,41
4509075NW,19,2,17,15,71,40,55,15
4509076CE,49,3,46,43,110,89,99,10
4509076CW,4,2,2,0,46,37,26,-11
4509076NE,5,4,1,-3,52,52,1,-51
4509076NW,13,2,11,9,68,58,38,-20
4509076SE,95,8,87,79,105,7,105,98
4509076SW,23,3,20,17,84,3,83,80
4509077CE,16,5,11,6,92,69,77,8
4509077NW,6,1,5,4,38,1,37,36
4509077SE,7,3,4,1,70,50,43,-7
4509078CE,54,23,31,8,112,84,85,1
4509078CW,22,21,1,-20,92,92,7,-85
4509081CE,39,17,22,5,99,87,85,-2
4509081CW,9,2,7,5,35,2,33,31
4509081SE,56,4,52,48,68,4,68,64
4509081SW,4,1,3,2,2,1,2,1
4509082CE,69,16,53,37,114,92,100,8
4509082NE,10,1,9,8,47,1,47,46
4509082NW,10,1,9,8,4,1,3,2
4509082SE,12,6,6,0,52,6,48,42
4509082SW,2,1,1,0,2,1,1,0
4509083CE,68,29,39,10,107,90,91,1
4509083CW,11,1,10,9,43,1,43,42
4509083NW,6,3,3,0,19,3,17,14
4509084CE,66,29,37,8,111,94,89,-5
4509084NE,9,1,8,7,55,27,44,17
4509084SE,10,1,9,8,39,3,37,34
4509084SW,5,4,1,-3,56,55,1,-54
4509085CE,79,35,44,9,126,99,108,9
4509085NE,33,1,32,31,70,1,70,69
4509085SE,9,3,6,3,59,44,40,-4
4509086CE,59,8,51,43,107,97,81,-16
4509086CW,8,1,7,6,44,1,43,42
4509086SE,14,1,13,12,56,39,42,3
4509086SW,2,1,1,0,2,1,1,0
4509087CE,29,9,20,11,95,85,69,-16
4509087NE,9,1,8,7,38,1,38,37
4509087SE,10,4,6,2,39,6,35,29
4509087SW,13,3,10,7,19,4,17,13
4509088CE,54,16,38,22,127,119,91,-28
4509088CW,12,1,11,10,47,1,46,45
4509088NE,16,1,15,14,65,1,64,63
4509088SW,26,18,8,-10,60,38,37,-1
4509111CE,54,8,46,38,87,69,76,7
4509111CW,2,1,1,0,4,2,2,0
4509112CE,24,6,18,12,86,72,64,-8
4509112CW,30,27,3,-24,42,38,4,-34
4509112SW,9,1,8,7,52,2,50,48
4509113CE,40,7,33,26,105,76,98,22
4509113SE,34,5,29,24,90,6,89,83
4509114CE,60,7,53,46,88,66,80,14
4509114NE,2,1,1,0,2,1,1,0
4509114NW,46,1,45,44,83,3,83,80
4509115CE,67,6,61,55,89,66,74,8
4509116CE,52,12,40,28,121,71,119,48
4509116SW,21,11,10,-1,59,18,53,35
4509117CE,35,7,28,21,99,63,96,33
4509117NE,2,1,1,0,8,2,6,4
4509117NW,7,1,6,5,57,2,57,55
4509117SE,4,1,3,2,8,1,7,6
4509118CE,46,4,42,38,85,59,79,20
4509121CE,35,8,27,19,77,67,60,-7
4509121NE,6,1,5,4,48,1,48,47
4509121NW,12,1,11,10,12,1,12,11
4509122CE,59,23,36,13,99,83,85,2
4509122CW,12,1,11,10,58,1,57,56
4509122NW,9,1,8,7,39,2,37,35
4509123CE,23,8,15,7,96,79,81,2
4509123CW,62,1,61,60,82,1,82,81
4509123NW,12,5,7,2,36,5,33,28
4509123SE,8,3,5,2,42,2,40,38
4509123SW,3,2,1,-1,2,2,1,-1
4509124CE,55,9,46,37,114,95,98,3
4509124NE,75,3,72,69,94,5,94,89
4509124NW,8,2,6,4,21,2,20,18
4509124SE,9,1,8,7,38,2,36,34
4509125CE,53,5,48,43,86,70,75,5
4509125CW,17,6,11,5,71,6,70,64
4509125NW,11,3,8,5,28,3,26,23
4509125SE,40,1,39,38,65,1,64,63
4509126CE,38,16,22,6,89,72,74,2
4509127CE,27,4,23,19,84,64,73,9
4509128CE,101,4,97,93,97,70,90,20
4509131CE,60,34,26,-8,113,70,98,28
4509131CW,4,3,1,-2,5,3,2,-1
4509132CE,27,5,22,17,108,84,94,10
4509132CW,6,1,5,4,51,3,50,47
4509132SW,9,2,7,5,40,4,38,34
4509133CE,23,9,14,5,107,86,95,9
4509133CW,4,2,2,0,6,3,3,0
4509133NW,11,1,10,9,48,1,47,46
4509133SW,18,5,13,8,52,7,46,39
4509134CE,71,8,63,55,103,82,91,9
4509134CW,34,3,31,28,72,3,71,68
4509134NE,19,2,17,15,54,3,53,50
4509134SE,16,8,8,0,55,49,19,-30
4509134SW,21,3,18,15,41,6,38,32
4509135CE,75,10,65,55,111,82,101,19
4509135CW,2,1,1,0,2,1,1,0
4509135SW,10,1,9,8,49,1,48,47
4509136CE,63,8,55,47,97,66,86,20
4509136NE,2,1,1,0,19,1,18,17
4509136SE,2,1,1,0,2,1,1,0
4509137CE,55,6,49,43,93,69,83,14
4509138CE,41,6,35,29,99,71,92,21
4509141CE,60,22,38,16,103,74,97,23
4509141NW,21,1,20,19,45,1,45,44
4509141SE,7,1,6,5,43,1,43,42
4509142CE,125,67,58,-9,119,102,102,0
4509142NE,19,11,8,-3,51,14,43,29
4509142NW,31,1,30,29,53,1,53,52
4509142SW,3,1,2,1,2,1,2,1
4509143CE,48,24,24,0,105,92,86,-6
4509143NW,9,8,1,-7,47,46,1,-45
4509143SE,9,1,8,7,39,1,38,37
4509143SW,4,2,2,0,3,2,2,0
4509144CE,36,6,30,24,113,73,107,34
4509144NW,36,5,31,26,91,67,85,18
4509145CE,32,6,26,20,117,80,111,31
4509145NW,2,1,1,0,2,1,1,0
4509145SE,11,1,10,9,44,1,43,42
4509146CE,53,9,44,35,121,76,118,42
4509146NW,233,3,230,227,141,9,141,132
4509146SE,9,3,6,3,48,3,47,44
4509146SW,16,4,12,8,67,6,63,57
4509147CE,65,6,59,53,106,81,94,13
4509147SE,55,1,54,53,65,1,65,64
4509148CE,81,4,77,73,113,88,99,11
4509148SE,11,2,9,7,43,2,42,40
4509151CE,74,28,46,18,109,95,86,-9
4509151NW,28,1,27,26,78,1,78,77
4509151SE,22,18,4,-14,29,17,17,0
4509151SW,6,1,5,4,41,1,40,39
4509152CE,99,9,90,81,100,83,89,6
4509152NE,6,1,5,4,26,1,25,24
4509152SW,63,1,62,61,66,1,66,65
4509153CE,156,34,122,88,119,98,92,-6
4509153SW,12,5,7,2,42,9,35,26
4509154CE,53,13,40,27,92,80,80,0
4509155CE,103,41,62,21,124,78,114,36
4509155CW,9,3,6,3,31,2,30,28
4509155NW,24,2,22,20,88,2,88,86
4509156CE,50,12,38,26,106,68,96,28
4509156CW,8,1,7,6,42,1,41,40
4509156NE,4,3,1,-2,5,4,1,-3
4509156SW,47,3,44,41,116,3,116,113
4509157CE,45,5,40,35,83,7,83,76
4509157NW,53,1,52,51,94,1,94,93
4509158CE,75,14,61,47,116,92,104,12
4509158NE,6,1,5,4,38,1,37,36
4509158SW,29,3,26,23,72,2,72,70
4509161CE,23,4,19,15,83,61,79,18
4509161NE,5,1,4,3,36,1,35,34
4509161SW,3,1,2,1,31,1,30,29
4509162CE,33,4,29,25,103,58,98,40
4509162NW,11,1,10,9,20,1,20,19
4509162SW,39,1,38,37,48,1,48,47
4509163CE,63,5,58,53,104,76,96,20
4509164CE,27,7,20,13,96,71,82,11
4509164NW,13,9,4,-5,42,16,29,13
4509164SE,9,2,7,5,48,2,46,44
4509165CE,87,68,19,-49,122,101,97,-4
4509165CW,14,3,11,8,44,2,43,41
4509165NE,30,2,28,26,82,1,82,81
4509165NW,5,1,4,3,3,1,3,2
4509165SE,8,2,6,4,58,2,58,56
4509165SW,15,1,14,13,3,1,3,2
4509166CE,40,12,28,16,105,76,93,17
4509166CW,24,1,23,22,69,1,69,68
4509166NE,317,2,315,313,139,2,139,137
4509166NW,32,5,27,22,80,3,80,77
4509167CE,52,8,44,36,111,75,103,28
4509167NE,24,1,23,22,64,3,64,61
4509167SE,18,2,16,14,50,2,50,48
4509167SW,29,2,27,25,57,2,56,54
4509168CE,29,10,19,9,83,64,75,11
4509168CW,9,1,8,7,52,1,51,50
4509168NE,8,2,6,4,54,1,54,53
4509168SW,47,23,24,1,80,66,55,-11
4509171CE,62,28,34,6,120,96,92,-4
4509171SE,2,1,1,0,1,1,1,0
4509172CE,67,24,43,19,105,89,90,1
4509172SW,10,1,9,8,67,1,67,66
4509173CE,48,4,44,40,96,68,94,26
4509173CW,2,1,1,0,5,1,4,3
4509173NE,36,1,35,34,44,1,44,43
4509173SE,58,2,56,54,71,1,71,70
4509174CE,59,40,19,-21,104,90,93,3
4509174NW,55,3,52,49,75,3,75,72
4509174SW,7,1,6,5,37,2,36,34
4509175CE,67,3,64,61,113,2,113,111
4509175CW,3,2,1,-1,15,2,13,11
4509175NE,29,2,27,25,78,2,77,75
4509175NW,23,1,22,21,60,1,59,58
4509175SE,8,2,6,4,38,5,37,32
4509175SW,22,2,20,18,72,1,72,71
4509176CE,43,6,37,31,91,53,86,33
4509176CW,2,1,1,0,2,1,1,0
4509176NW,11,1,10,9,50,1,49,48
4509176SE,19,2,17,15,74,1,74,73
4509176SW,20,1,19,18,51,1,50,49
4509177CE,48,23,25,2,102,82,89,7
4509177CW,34,4,30,26,83,4,83,79
4509177NE,4,1,3,2,49,1,48,47
4509177NW,13,3,10,7,41,3,40,37
4509177SW,15,1,14,13,60,1,60,59
4509178CE,62,29,33,4,112,93,94,1
4509178CW,14,6,8,2,62,5,62,57
4509178NE,4,1,3,2,2,1,1,0
4509178NW,7,1,6,5,48,1,48,47
4509178SW,12,2,10,8,65,2,64,62
4509181CE,74,36,38,2,116,102,89,-13
4509181CW,6,1,5,4,34,1,33,32
4509181NE,7,1,6,5,33,1,32,31
4509181SE,7,1,6,5,38,1,37,36
4509181SW,4,2,2,0,29,2,29,27
4509182CE,30,4,26,22,93,3,93,90
4509182CW,13,2,11,9,57,3,57,54
4509182NE,8,2,6,4,36,2,36,34
4509182NW,4,1,3,2,3,1,2,1
4509182SE,7,1,6,5,37,1,36,35
4509182SW,13,3,10,7,43,4,43,39
4509183CE,43,12,31,19,91,71,82,11
4509183CW,10,3,7,4,35,3,33,30
4509183NE,18,2,16,14,39,2,39,37
4509183NW,5,1,4,3,15,1,14,13
4509183SE,39,1,38,37,54,1,54,53
4509183SW,42,1,41,40,40,1,39,38
4509184CE,33,8,25,17,86,68,73,5
4509184CW,34,2,32,30,76,2,76,74
4509184NW,5,2,3,1,14,2,13,11
4509185CE,33,4,29,25,113,93,100,7
4509185NE,41,28,13,-15,78,48,62,14
4509185NW,8,2,6,4,51,1,51,50
4509186CE,46,9,37,28,98,76,83,7
4509186CW,9,1,8,7,35,1,34,33
4509186NE,11,2,9,7,59,1,59,58
4509186NW,6,1,5,4,3,1,2,1
4509186SE,8,1,7,6,35,1,35,34
4509187CE,49,18,31,13,93,73,81,8
4509187NE,8,1,7,6,35,1,35,34
4509187NW,4,1,3,2,13,1,13,12
4509187SE,13,2,11,9,62,2,61,59
4509187SW,14,4,10,6,65,5,64,59
4509188CE,73,15,58,43,105,69,93,24
4509188CW,11,2,9,7,47,2,46,44
4509188NW,17,3,14,11,47,2,45,43
4509211CE,34,4,30,26,106,66,103,37
4509211SW,6,1,5,4,50,1,50,49
4509212CE,80,14,66,52,107,87,97,10
4509213CE,45,4,41,37,85,61,80,19
4509214CE,58,14,44,30,113,80,98,18
4509214NW,15,1,14,13,52,1,51,50
4509214SE,43,1,42,41,56,1,55,54
4509215CE,51,13,38,25,99,74,93,19
4509215CW,7,3,4,1,79,5,78,73
4509215NW,10,1,9,8,54,1,54,53
4509215SE,43,2,41,39,66,2,65,63
4509215SW,86,2,84,82,137,2,137,135
4509216CE,43,8,35,27,100,67,93,26
4509216SE,63,3,60,57,113,3,111,108
4509216SW,76,9,67,58,133,79,130,51
4509217CE,51,9,42,33,97,73,89,16
4509221CE,40,4,36,32,93,72,85,13
4509222CE,35,6,29,23,87,68,82,14
4509223CE,47,8,39,31,110,79,101,22
4509223CW,31,17,14,-3,113,102,91,-11
4509223NW,6,1,5,4,31,1,30,29
4509223SW,6,1,5,4,24,1,24,23
4509224CE,40,7,33,26,102,77,89,12
4509224CW,70,5,65,60,129,7,128,121
4509224NW,23,1,22,21,66,1,65,64
4509224SE,11,1,10,9,52,1,51,50
4509225CE,100,11,89,78,117,67,105,38
4509225CW,8,2,6,4,63,3,60,57
4509225NW,4,1,3,2,5,1,4,3
4509226CE,59,23,36,13,120,92,107,15
4509226CW,17,4,13,9,65,5,63,58
4509226NE,14,4,10,6,45,2,45,43
4509226NW,89,3,86,83,127,12,127,115
4509226SE,8,1,7,6,42,1,41,40
4509226SW,21,2,19,17,74,2,72,70
4509227CE,32,14,18,4,87,56,71,15
4509231CE,36,7,29,22,101,73,99,26
4509231NW,7,1,6,5,50,1,50,49
4509232CE,55,7,48,41,99,68,95,27
4509233CE,90,7,83,76,106,71,103,32
4509233CW,24,3,21,18,92,3,92,89
4509233SW,10,2,8,6,80,2,80,78
4509234CE,65,5,60,55,102,66,95,29
4509234NE,43,1,42,41,68,1,68,67
4509235CE,122,5,117,112,124,77,120,43
4509236CE,73,8,65,57,105,85,90,5
4509236NE,45,4,41,37,80,5,79,74
4509236SW,8,1,7,6,50,1,49,48
4509237SE,12,4,8,4,40,2,39,37
4509241CE,39,9,30,21,101,79,93,14
4509241SE,28,2,26,24,53,2,51,49
4509242CE,63,8,55,47,101,75,95,20
4509242CW,7,1,6,5,55,1,54,53
4509242SW,24,3,21,18,97,1,97,96
4509243CE,118,20,98,78,112,81,103,22
4509243CW,17,4,13,9,58,4,56,52
4509243NE,41,2,39,37,85,3,84,81
4509243NW,4,1,3,2,9,1,8,7
4509243SW,21,5,16,11,45,4,43,39
4509244CE,95,10,85,75,122,77,110,33
4509244NW,78,1,77,76,119,1,119,118
4509245CE,53,4,49,45,108,64,104,40
4509246SE,156,8,148,140,133,5,133,128
4509251CE,96,13,83,70,104,87,89,2
4509251CW,29,5,24,19,63,5,61,56
4509251NW,16,1,15,14,65,1,65,64
4509251SE,58,2,56,54,76,3,74,71
4509252CE,44,5,39,34,100,62,95,33
4509252NW,27,1,26,25,67,1,66,65
4509253CE,131,6,125,119,105,68,102,34
4509253CW,4,1,3,2,2,1,2,1
4509253NE,6,1,5,4,48,1,47,46
4509253SE,34,1,33,32,63,1,62,61
4509253SW,11,3,8,5,59,3,58,55
4509254CE,44,7,37,30,108,76,102,26
4509254NE,66,2,64,62,113,2,113,111
4509254NW,12,1,11,10,67,1,66,65
4509255CE,35,4,31,27,88,67,73,6
4509255NW,14,1,13,12,66,1,66,65
4509256CE,122,10,112,102,113,66,109,43
4509256NE,19,1,18,17,20,1,20,19
4509256NW,12,2,10,8,47,1,46,45
4509257NE,4,1,3,2,49,1,48,47
4509261CE,35,4,31,27,93,71,85,14
4509261NE,14,1,13,12,47,1,46,45
4509261SE,9,2,7,5,47,2,45,43
4509262CE,36,5,31,26,96,68,90,22
4509262NE,9,1,8,7,42,1,42,41
4509262SW,3,1,2,1,10,1,9,8
4509263CE,107,3,104,101,119,70,118,48
4509263SE,15,1,14,13,79,1,79,78
4509264CE,69,5,64,59,102,64,93,29
4509264SW,8,1,7,6,45,1,45,44
4509265CE,38,7,31,24,112,78,104,26
4509265CW,51,3,48,45,88,4,88,84
4509265NE,24,2,22,20,55,2,55,53
4509265SW,33,1,32,31,79,1,78,77
4509266CE,93,8,85,77,125,76,121,45
4509266CW,64,8,56,48,112,6,111,105
4509266NW,21,7,14,7,90,6,90,84
4509267CE,50,7,43,36,117,92,105,13
4509267NE,50,15,35,20,130,116,114,-2
4509267NW,25,12,13,1,89,87,32,-55
4509271CE,61,14,47,33,106,78,102,24
4509271NE,3,1,2,1,2,1,2,1
4509271NW,10,2,8,6,44,2,43,41
4509272CE,39,20,19,-1,113,80,108,28
4509272CW,9,7,2,-5,14,12,2,-10
4509272NW,9,1,8,7,34,1,34,33
4509272SE,28,4,24,20,60,6,55,49
4509272SW,39,4,35,31,81,5,79,74
4509273CE,85,26,59,33,107,88,87,-1
4509273NW,11,1,10,9,54,1,54,53
4509273SW,10,1,9,8,60,1,60,59
4509274CE,60,31,29,-2,120,95,99,4
4509274CW,7,1,6,5,26,1,25,24
4509274NW,20,2,18,16,68,2,68,66
4509274SW,9,1,8,7,47,1,47,46
4509275CE,47,2,45,43,101,78,93,15
4509275CW,31,5,26,21,34,5,29,24
4509275NE,25,1,24,23,43,1,42,41
4509275NW,69,9,60,51,126,9,125,116
4509275SW,25,1,24,23,66,1,66,65
4509276CE,280,30,250,220,173,78,169,91
4509276NE,106,6,100,94,137,5,137,132
4509276NW,50,3,47,44,70,8,68,60
4509277CE,5,1,4,3,28,1,28,27
4509277SE,49,1,48,47,94,1,94,93
4509281CE,89,30,59,29,98,79,76,-3
4509281NE,9,3,6,3,41,2,39,37
4509281NW,3,1,2,1,32,1,32,31
4509281SE,11,2,9,7,55,2,54,52
4509281SW,9,2,7,5,6,2,6,4
4509282CE,53,25,28,3,90,66,64,-2
4509282CW,10,1,9,8,46,1,46,45
4509282NE,33,2,31,29,71,2,70,68
4509282NW,3,1,2,1,12,1,11,10
4509282SE,8,1,7,6,45,6,39,33
4509282SW,5,1,4,3,51,1,51,50
4509283CE,44,11,33,22,87,72,72,0
4509283CW,17,3,14,11,58,3,56,53
4509283NE,21,3,18,15,40,3,39,36
4509283NW,32,2,30,28,88,1,88,87
4509283SE,6,1,5,4,43,1,42,41
4509284CE,74,19,55,36,112,93,96,3
4509284NE,14,2,12,10,60,3,57,54
4509284NW,19,1,18,17,53,1,53,52
4509284SW,2,1,1,0,53,1,52,51
4509285CE,77,15,62,47,122,97,105,8
4509285CW,27,1,26,25,60,1,60,59
4509285SW,114,14,100,86,117,74,113,39
4509286CE,17,3,14,11,59,28,52,24
4509286SE,127,18,109,91,146,98,141,43
4509286SW,13,1,12,11,37,1,37,36
4608815SE,32,1,31,30,81,1,80,79
4608815SW,7,1,6,5,52,29,43,14
4608816SW,35,2,33,31,72,18,70,52
4608817SW,11,1,10,9,54,9,50,41
4608818CE,39,16,23,7,85,60,77,17
4608818CW,9,2,7,5,17,7,11,4
4608818SE,43,35,8,-27,65,43,43,0
4608818SW,12,1,11,10,45,11,42,31
4608911CE,152,46,106,60,124,100,108,8
4608911CW,58,28,30,2,64,52,32,-20
4608911NE,3,2,1,-1,23,15,12,-3
4608911NW,14,3,11,8,78,35,70,35
4608911SE,9,4,5,1,19,13,7,-6
4608911SW,53,28,25,-3,82,47,69,22
4608912CE,95,33,62,29,104,91,79,-12
4608912CW,52,6,46,40,96,49,90,41
4608912NE,162,5,157,152,107,31,106,75
4608912NW,15,1,14,13,48,1,47,46
4608912SE,37,5,32,27,37,5,34,29
4608912SW,10,2,8,6,33,2,31,29
4608913CE,223,37,186,149,127,117,106,-11
4608913CW,95,20,75,55,95,76,82,6
4608913NW,24,1,23,22,64,1,63,62
4608913SE,62,8,54,46,81,10,81,71
4608914CE,107,28,79,51,107,88,89,1
4608914CW,48,1,47,46,63,1,62,61
4608914NE,5,2,3,1,19,13,9,-4
4608914NW,56,45,11,-34,52,46,41,-5
4608914SE,35,1,34,33,49,1,48,47
4608914SW,85,4,81,77,90,9,88,79
4608915CE,88,25,63,38,104,96,82,-14
4608915CW,109,2,107,105,97,3,97,94
4608915NW,25,1,24,23,65,1,65,64
4608915SE,17,1,16,15,21,1,20,19
4608915SW,25,2,23,21,80,2,79,77
4608916CE,82,19,63,44,103,86,88,2
4608916SE,95,5,90,85,104,27,104,77
4608916SW,13,1,12,11,49,1,48,47
4608917CE,45,11,34,23,106,87,86,-1
4608917NE,3,1,2,1,2,1,1,0
4608917SW,15,1,14,13,22,1,22,21
4608918CE,99,19,80,61,136,94,120,26
4608918NE,112,15,97,82,138,56,132,76
4608918NW,21,2,19,17,60,1,60,59
4608918SW,6,1,5,4,32,1,32,31
4608922SE,68,10,58,48,90,55,82,27
4608922SW,32,7,25,18,67,49,40,-9
4608923CW,12,1,11,10,45,1,45,44
4608923SE,101,1,100,99,85,2,84,82
4608923SW,79,2,77,75,60,4,58,54
4608924CE,156,141,15,-126,122,118,82,-36
4608924CW,12,2,10,8,42,6,39,33
4608924SE,44,2,42,40,49,3,47,44
4608924SW,45,1,44,43,55,2,54,52
4608925CE,63,14,49,35,107,89,91,2
4608926CE,60,38,22,-16,89,75,78,3
4608926CW,15,2,13,11,46,2,46,44
4608926NW,23,2,21,19,88,1,88,87
4608926SW,30,8,22,14,68,56,32,-24
4608927CE,103,13,90,77,105,80,89,9
4608927NW,4,1,3,2,1,1,1,0
4608927SE,30,1,29,28,33,1,33,32
4608927SW,26,1,25,24,22,1,21,20
4608928CE,96,9,87,78,103,83,86,3
4608928CW,44,2,42,40,68,1,68,67
4608928NE,33,1,32,31,56,1,56,55
4608928SE,32,2,30,28,85,2,85,83
4608928SW,3,1,2,1,3,1,3,2
4608938SE,32,1,31,30,83,1,83,82
4608938SW,18,4,14,10,33,4,30,26
4609011CE,37,15,22,7,115,83,94,11
4609011CW,46,11,35,24,109,88,85,-3
4609011NW,9,2,7,5,35,2,33,31
4609011SE,7,2,5,3,4,2,4,2
4609011SW,12,1,11,10,37,1,37,36
4609012CE,46,19,27,8,100,79,84,5
4609012CW,7,5,2,-3,5,4,2,-2
4609012NE,18,7,11,4,18,3,18,15
4609012NW,8,2,6,4,34,2,33,31
4609012SE,38,1,37,36,64,1,64,63
4609012SW,9,1,8,7,42,1,42,41
4609013CE,27,12,15,3,105,93,75,-18
4609013CW,2,1,1,0,23,22,1,-21
4609013SE,15,1,14,13,44,1,44,43
4609013SW,12,2,10,8,54,28,45,17
4609014CE,58,6,52,46,118,89,106,17
4609015CE,65,4,61,57,115,89,101,12
4609016CE,38,4,34,30,100,78,90,12
4609017CE,108,10,98,88,90,58,75,17
4609017SW,63,3,60,57,86,39,82,43
4609018CE,53,8,45,37,93,78,80,2
4609018CW,6,2,4,2,51,2,49,47
4609018NE,9,2,7,5,33,2,31,29
4609018NW,17,1,16,15,63,1,63,62
4609018SE,2,1,1,0,3,1,2,1
4609021CE,75,11,64,53,99,79,73,-6
4609021CW,94,16,78,62,86,14,84,70
4609021NE,19,2,17,15,37,1,37,36
4609021NW,3,2,1,-1,6,1,5,4
4609021SE,24,4,20,16,72,6,69,63
4609021SW,67,5,62,57,117,7,117,110
4609022CE,51,21,30,9,97,79,72,-7
4609022NW,11,1,10,9,55,1,55,54
4609022SE,12,1,11,10,53,1,53,52
4609022SW,9,2,7,5,21,2,21,19
4609023CE,23,3,20,17,87,73,72,-1
4609023NW,4,3,1,-2,9,3,6,3
4609024CE,50,4,46,42,92,73,81,8
4609025CE,36,9,27,18,99,84,84,0
4609025CW,8,1,7,6,53,1,52,51
4609025SE,16,3,13,10,65,30,58,28
4609025SW,17,7,10,3,66,59,20,-39
4609026CE,45,19,26,7,95,80,77,-3
4609026SW,9,2,7,5,27,6,21,15
4609027CE,47,5,42,37,101,75,83,8
4609027CW,23,1,22,21,47,1,47,46
4609027NE,14,1,13,12,50,1,49,48
4609027SE,75,1,74,73,69,1,68,67
4609027SW,44,1,43,42,66,39,63,24
4609028CE,159,7,152,145,112,79,103,24
4609028CW,26,3,23,20,66,4,63,59
4609028SE,110,1,109,108,91,3,91,88
4609028SW,9,1,8,7,5,1,4,3
4609031CE,34,6,28,22,88,71,79,8
4609031CW,5,2,3,1,53,2,51,49
4609031SE,21,1,20,19,10,1,10,9
4609032CE,58,6,52,46,93,61,79,18
4609033CE,34,11,23,12,88,78,74,-4
4609034CE,63,7,56,49,94,62,83,21
4609035CE,38,4,34,30,89,74,81,7
4609035SE,44,4,40,36,74,5,73,68
4609035SW,11,1,10,9,46,1,46,45
4609036CE,131,8,123,115,100,87,81,-6
4609036CW,36,1,35,34,50,18,48,30
4609036NE,48,3,45,42,87,58,75,17
4609036NW,10,2,8,6,63,35,50,15
4609037CE,116,20,96,76,101,74,91,17
4609037CW,119,1,118,117,83,1,83,82
4609037NE,92,52,40,-12,108,102,52,-50
4609038CE,138,22,116,94,113,85,87,2
4609042SE,31,1,30,29,61,1,60,59
4609042SW,53,2,51,49,64,2,64,62
4609043CE,44,10,34,24,93,66,84,18
4609043SE,10,1,9,8,53,1,52,51
4609043SW,4,1,3,2,16,1,16,15
4609044CE,53,9,44,35,91,78,78,0
4609044CW,8,1,7,6,36,1,35,34
4609044NW,51,38,13,-25,85,71,66,-5
4609045CE,36,21,15,-6,101,71,87,16
4609045CW,5,1,4,3,25,2,24,22
4609045NE,46,2,44,42,58,2,58,56
4609046CE,43,17,26,9,89,80,74,-6
4609046NE,9,1,8,7,36,1,35,34
4609046NW,6,1,5,4,2,1,1,0
4609046SE,10,1,9,8,46,1,45,44
4609047CE,33,3,30,27,95,69,85,16
4609048CE,58,7,51,44,104,81,93,12
4609048NE,21,5,16,11,67,15,63,48
4609054CE,55,9,46,37,101,48,93,45
4609054CW,16,2,14,12,80,34,72,38
4609055CE,71,25,46,21,91,76,71,-5
4609055CW,2,1,1,0,10,2,8,6
4609055SE,8,1,7,6,24,1,24,23
4609056CE,39,14,25,11,98,87,82,-5
4609056CW,16,2,14,12,24,2,23,21
4609056NE,17,15,2,-13,78,78,2,-76
4609056NW,19,9,10,1,63,51,41,-10
4609056SE,4,3,1,-2,5,4,1,-3
4609056SW,21,5,16,11,34,8,30,22
4609057CE,43,9,34,25,110,88,93,5
4609057NW,86,3,83,80,106,2,106,104
4609057SE,2,1,1,0,5,4,1,-3
4609058CE,449,16,433,417,169,104,162,58
4609058CW,38,2,36,34,65,5,63,58
4609058NE,177,8,169,161,118,9,118,109
4609058NW,177,4,173,169,174,4,174,170
4609066CW,4,1,3,2,1,1,1,0
4609066SE,9,1,8,7,17,1,17,16
4609066SW,24,2,22,20,88,55,82,27
4609067CE,8,5,3,-2,9,2,9,7
4609067NE,81,4,77,73,100,7,100,93
4609067NW,2,1,1,0,2,1,1,0
4609068CE,139,36,103,67,134,88,122,34
4609068NE,106,1,105,104,105,2,105,103
4609068SE,137,2,135,133,153,4,153,149
4609068SW,85,1,84,83,87,1,86,85
4609075NW,49,3,46,43,71,3,68,65
4609076CE,102,18,84,66,97,51,95,44
4609076CW,10,3,7,4,63,23,60,37
4609076NE,6,1,5,4,16,1,16,15
4609076SE,8,4,4,0,24,4,22,18
4609077CE,8,1,7,6,26,1,25,24
4609077CW,29,9,20,11,75,14,69,55
4609077NE,7,3,4,1,24,3,23,20
4609077SW,32,1,31,30,98,1,98,97
4609078CE,69,6,63,57,98,54,92,38
4609084SW,18,4,14,10,67,3,67,64
4609085CE,76,16,60,44,89,65,75,10
4609085CW,4,1,3,2,20,11,11,0
4609085SE,22,4,18,14,69,30,63,33
4609085SW,2,1,1,0,3,2,1,-1
4609086CE,21,2,19,17,55,2,54,52
4609086CW,68,3,65,62,51,2,50,48
4609086SE,8,2,6,4,6,1,6,5
4609087CW,15,1,14,13,51,2,49,47
4609087NE,39,3,36,33,56,1,56,55
4609088CE,62,5,57,52,128,84,116,32
4609088CW,7,2,5,3,33,2,31,29
4609088NE,47,5,42,37,50,33,42,9
4609088NW,24,2,22,20,76,6,72,66
4609111CE,71,23,48,25,100,78,86,8
4609111CW,8,1,7,6,9,1,8,7
4609111SE,6,3,3,0,21,3,18,15
4609111SW,7,1,6,5,39,1,39,38
4609112CE,103,40,63,23,115,99,93,-6
4609112CW,5,1,4,3,6,1,5,4
4609112NE,11,3,8,5,58,3,58,55
4609112NW,41,17,24,7,75,49,59,10
4609113CE,83,38,45,7,103,93,81,-12
4609113SE,24,3,21,18,41,3,38,35
4609114CE,44,11,33,22,107,97,88,-9
