atlas_block,checklists_Atlas2,checklists_Atlas1,checklists_total,mins_Atlas2,mins_Atlas1,mins_total,mins_diff,mins_diff_z,sr_total,sr_Atlas1,sr_Atlas2,sr_diff,sr_diff_z
4609045CW,4,1,5,30,0,30,30,-0.15774609932329037,25,2,24,22,-0.3345722986705185
4609045NE,44,2,46,347,0,347,347,-0.038874044887331316,58,2,58,56,0.6707509962846878
4609046CE,26,17,43,1778,4230,6008,-2452,-1.0884730365789697,89,80,74,-6,-1.1624856003983355
4609046NE,8,1,9,50,0,50,50,-0.15024628516329294,36,1,35,34,0.020247687784260192
4609046NW,5,1,6,0,0,0,0,-0.1689958205632865,2,1,1,0,-0.9850756071709461
4609046SE,9,1,10,88,0,88,88,-0.13599663825929786,46,1,45,44,0.31593100982990907
4609047CE,30,3,33,1496,1140,2636,356,-0.035499128515332476,95,69,85,16,-0.5119822918979079
4609048CE,51,7,58,1406,1740,3146,-334,-0.29424271703524335,104,81,93,12,-0.6302556207161674
4609048NE,16,5,21,265,0,265,265,-0.06962328294332072,67,15,63,48,0.43420433864816865
4609054CE,46,9,55,1401,1380,2781,21,-0.1611210156952892,101,48,93,45,0.34549934203447397
4609054CW,14,2,16,388,480,868,-92,-0.2034949656992746,80,34,72,38,0.13852101660251975
4609055CE,46,25,71,3414,5730,9144,-2316,-1.0374743002909872,91,76,71,-5,-1.1329172681937705
4609055CW,1,1,2,0,0,0,0,-0.1689958205632865,10,2,8,6,-0.8076656139435567
4609055SE,7,1,8,68,0,68,68,-0.14349645241929526,24,1,24,23,-0.3050039664659536
4609056CE,25,14,39,1426,3300,4726,-1874,-0.8717284073550443,98,87,82,-5,-1.1329172681937705
4609056CW,14,2,16,27,0,27,27,-0.15887107144728996,24,2,23,21,-0.36414063087508336
4609056NE,2,15,17,0,1920,1920,-1920,-0.8889779799230384,78,78,2,-76,-3.2322688547178777
4609056NW,10,9,19,88,900,988,-812,-0.4734882754591816,63,51,41,-10,-1.280758929216595
4609056SE,1,3,4,0,0,0,0,-0.1689958205632865,5,4,1,-3,-1.0737806037846407
4609056SW,16,5,21,50,0,50,50,-0.15024628516329294,34,8,30,22,-0.3345722986705185
4609057CE,34,9,43,1508,2760,4268,-1252,-0.6384841869791248,110,88,93,5,-0.8372339461481216
4609057NW,83,3,86,1593,0,1593,1593,0.4283643772805077,106,2,106,104,2.0900309421038026
4609057SE,1,1,2,0,60,60,-60,-0.19149526304327874,5,4,1,-3,-1.0737806037846407
4609058CE,433,16,449,9188,1380,10568,7808,2.7589316274997047,169,104,162,58,0.7298876606938176
4609058CW,36,2,38,194,0,194,194,-0.09624762321131154,65,5,63,58,0.7298876606938176
4609058NE,169,8,177,2373,0,2373,2373,0.7208571295204069,118,9,118,109,2.237872603126627
4609058NW,173,4,177,4258,0,4258,4258,1.4277146141001635,174,4,174,170,4.041540867605085
4609066CW,3,1,4,0,0,0,0,-0.1689958205632865,1,1,1,0,-0.9850756071709461
4609066SE,8,1,9,60,0,60,60,-0.14649637808329424,17,1,17,16,-0.5119822918979079
4609066SW,22,2,24,1608,210,1818,1398,0.3552411892205329,88,55,82,27,-0.18673063764769404
4609067CE,3,5,8,245,0,245,245,-0.07712309710331813,9,2,9,7,-0.7780972817389918
4609067NE,77,4,81,5364,0,5364,5364,1.8424543371480204,100,7,100,93,1.7647792878535888
4609067NW,1,1,2,0,0,0,0,-0.1689958205632865,2,1,1,0,-0.9850756071709461
4609068CE,103,36,139,2071,3570,5641,-1499,-0.7311068918550928,134,88,122,34,0.020247687784260192
4609068NE,105,1,106,988,0,988,988,0.20149499894058584,105,2,105,103,2.0604626098992376
4609068SE,135,2,137,3970,0,3970,3970,1.3197172901962007,153,4,153,149,3.4206058913092225
4609068SW,84,1,85,627,0,627,627,0.0661233533526325,87,1,86,85,1.5282326302170697
4609075NW,46,3,49,2155,0,2155,2155,0.6391091551764351,71,3,68,65,0.9368659861257718
4609076CE,84,18,102,3577,360,3937,3217,1.037349287072298,97,51,95,44,0.31593100982990907
4609076CW,7,3,10,520,360,880,160,-0.10899730728330716,63,23,60,37,0.10895268439795486
4609076NE,5,1,6,70,0,70,70,-0.14274647100329552,16,1,16,15,-0.5415506241024727
4609076SE,4,4,8,42,60,102,-18,-0.17574565330728414,24,4,22,18,-0.45284562748877805
4609077CE,7,1,8,78,0,78,78,-0.13974654533929656,26,1,25,24,-0.27543563426138873
4609077CW,20,9,29,1070,0,1070,1070,0.23224423699657526,75,14,69,55,0.6411826640801229
4609077NE,4,3,7,540,0,540,540,0.03349916175664375,24,3,23,20,-0.39370896307964826
4609077SW,31,1,32,2188,0,2188,2188,0.6514838485404308,98,1,98,97,1.8830526166718482
4609078CE,63,6,69,3993,240,4233,3753,1.2383443065602286,98,54,92,38,0.13852101660251975
4609084SW,14,4,18,2835,0,2835,2835,0.8941028366163473,67,3,67,64,0.9072976539212069
4609085CE,60,16,76,4572,1710,6282,2862,0.9042275857323439,89,65,75,10,-0.6893922851252972
4609085CW,3,1,4,20,60,80,-40,-0.18399544888328132,20,11,11,0,-0.9850756071709461
4609085SE,18,4,22,460,210,670,250,-0.07524814356331878,69,30,63,33,-0.009320644420304698
4609085SW,1,1,2,0,0,0,0,-0.1689958205632865,3,2,1,-1,-1.014643939375511
4609086CE,19,2,21,3640,0,3640,3640,1.1959703565562432,55,2,54,52,0.5524776674664282
4609086CW,65,3,68,1960,0,1960,1960,0.5659859671164602,51,2,50,48,0.43420433864816865
4609086SE,6,2,8,91,0,91,91,-0.13487166613529825,6,1,6,5,-0.8372339461481216
4609087CW,14,1,15,110,0,110,110,-0.1277468426833007,51,2,49,47,0.40463600644360376
4609087NE,36,3,39,350,0,350,350,-0.037749072763331705,56,1,56,55,0.6411826640801229
4609088CE,57,5,62,2016,1500,3516,516,0.02449938476464685,128,84,116,32,-0.03888897662486959
4609088CW,5,2,7,50,0,50,50,-0.15024628516329294,33,2,31,29,-0.12759397323856425
4609088NE,42,5,47,420,180,600,240,-0.0789980506433175,50,33,42,9,-0.718960617329862
4609088NW,22,2,24,4149,0,4149,4149,1.3868406269281774,76,6,72,66,0.9664343183303367
4609111CE,48,23,71,3410,2925,6335,485,0.012874672816650855,100,78,86,8,-0.748528949534427
4609111CW,7,1,8,640,0,640,640,0.07099823255663083,9,1,8,7,-0.7780972817389918
4609111SE,3,3,6,70,0,70,70,-0.14274647100329552,21,3,18,15,-0.5415506241024727
4609111SW,6,1,7,50,0,50,50,-0.15024628516329294,39,1,39,38,0.13852101660251975
4609112CE,63,40,103,4490,5310,9800,-820,-0.4764882011231806,115,99,93,-6,-1.1624856003983355
4609112CW,4,1,5,0,0,0,0,-0.1689958205632865,6,1,5,4,-0.8668022783526865
4609112NE,8,3,11,760,0,760,760,0.11599711751661533,58,3,58,55,0.6411826640801229
4609112NW,24,17,41,680,1080,1760,-400,-0.31899210376323484,75,49,59,10,-0.6893922851252972
4609113CE,45,38,83,1560,5475,7035,-3915,-1.6370844423827808,103,93,81,-12,-1.3398955936257249
4609113SE,21,3,24,215,0,215,215,-0.08837281834331426,41,3,38,35,0.04981601998882508
4609114CE,33,11,44,1523,1620,3143,-97,-0.20536991923927397,107,97,88,-9,-1.25119059701203
4609114CW,4,5,9,0,0,0,0,-0.1689958205632865,6,5,3,-2,-1.044212271580076
4609114NE,19,1,20,445,0,445,445,-0.0021249555033439767,68,1,68,67,0.9960026505349016
4609114NW,7,1,8,50,0,50,50,-0.15024628516329294,38,1,37,36,0.07938435219338998
4609114SE,1,2,3,10,0,10,10,-0.16524591348328777,7,2,7,5,-0.8372339461481216
4609114SW,18,11,29,853,0,853,853,0.1508712533606033,78,12,77,65,0.9368659861257718
4609115CE,43,14,57,1368,1620,2988,-252,-0.26349347897925396,118,101,93,-8,-1.2216222648074653
4609115NE,22,9,31,417,900,1317,-483,-0.35011633252722407,91,73,68,-5,-1.1329172681937705
4609115SE,14,2,16,747,0,747,747,0.111122238312617,58,2,57,55,0.6411826640801229
4609115SW,11,3,14,148,0,148,148,-0.1134971957793056,62,2,62,60,0.7890243251029474
4609116CE,28,7,35,1405,1680,3085,-275,-0.27211826526325095,86,56,75,19,-0.42327729528421315
4609116NW,7,1,8,50,0,50,50,-0.15024628516329294,42,1,41,40,0.19765768101164954
4609116SE,4,3,7,46,0,46,46,-0.15174624799529243,35,2,34,32,-0.03888897662486959
4609116SW,6,2,8,50,0,50,50,-0.15024628516329294,45,2,45,43,0.28636267762534423
4609117CE,29,7,36,1305,1650,2955,-345,-0.2983676148232419,78,60,67,7,-0.7780972817389918
4609117NW,40,3,43,141,0,141,141,-0.1161221307353047,56,2,55,53,0.5820459996709931
4609117SW,8,2,10,110,0,110,110,-0.1277468426833007,37,1,36,35,0.04981601998882508
4609118CE,38,8,46,1824,1590,3414,234,-0.08124799489131672,94,64,88,24,-0.27543563426138873
4609118NE,7,2,9,90,0,90,90,-0.13524665684329812,33,2,31,29,-0.12759397323856425
4609118NW,16,1,17,155,0,155,155,-0.1108722608233065,48,1,48,47,0.40463600644360376
4609118SE,4,2,6,3,0,3,3,-0.16787084843928687,6,1,6,5,-0.8372339461481216
4609118SW,29,1,30,238,0,238,238,-0.07974803205931723,64,1,64,63,0.877729321716642
4609121CE,85,8,93,6903,1950,8853,4953,1.6883331561600734,108,79,101,22,-0.3345722986705185
4609121CW,46,10,56,10859,0,10859,10859,3.9030282776073104,75,12,73,61,0.8185926573075123
4609121NW,20,3,23,30,0,30,30,-0.15774609932329037,44,3,43,40,0.19765768101164954
4609121SE,11,1,12,135,120,255,15,-0.16337095994328843,55,35,41,6,-0.8076656139435567
4609121SW,4,1,5,423,0,423,423,-0.010374751079341134,57,1,57,56,0.6707509962846878
4609122CE,79,11,90,5986,1860,7846,4126,1.3782158406441805,112,86,99,13,-0.6006872885116025
4609122NE,28,3,31,294,0,294,294,-0.05874855241132447,62,3,62,59,0.7594559928983825
4609122SE,6,4,10,50,0,50,50,-0.15024628516329294,24,3,22,19,-0.42327729528421315
4609123CE,75,10,85,2136,1560,3696,576,0.0469988272446391,101,86,84,-2,-1.044212271580076
4609123NW,1,1,2,90,0,90,90,-0.13524665684329812,2,1,1,0,-0.9850756071709461
4609123SW,87,4,91,786,0,786,786,0.12574687592461198,93,3,91,88,1.6169376268307643
4609124CE,28,9,37,4534,1560,6094,2974,0.9462265450283294,123,93,112,19,-0.42327729528421315
4609124SE,22,1,23,234,0,234,234,-0.08124799489131672,69,1,69,68,1.0255709827394666
4609124SW,4,3,7,40,0,40,40,-0.15399619224329164,30,3,27,24,-0.27543563426138873
4609125CE,12,3,15,1420,1740,3160,-320,-0.28899284712324513,90,65,84,19,-0.42327729528421315
4609125NE,7,1,8,80,0,80,80,-0.13899656392329682,38,1,38,37,0.10895268439795486
4609125SE,14,2,16,110,0,110,110,-0.1277468426833007,50,2,49,47,0.40463600644360376
4609126CE,12,4,16,1575,1680,3255,-105,-0.20836984490327293,104,83,90,7,-0.7780972817389918
4609126CW,5,1,6,50,0,50,50,-0.15024628516329294,41,1,40,39,0.16808934880708465
4609126SE,11,2,13,50,0,50,50,-0.15024628516329294,37,2,36,34,0.020247687784260192
4609126SW,6,1,7,0,0,0,0,-0.1689958205632865,3,1,2,1,-0.9555072749663812
4609127CE,26,5,31,1720,2100,3820,-380,-0.3114922896032374,117,96,100,4,-0.8668022783526865
4609127CW,47,2,49,197,0,197,197,-0.09512265108731194,61,2,60,58,0.7298876606938176
4609127NE,14,2,16,75,0,75,75,-0.14087151746329618,51,2,50,48,0.43420433864816865
4609127NW,27,2,29,518,0,518,518,0.02524936618064659,67,2,66,64,0.9072976539212069
4609127SW,30,2,32,97,0,97,97,-0.132621721887299,49,2,47,45,0.34549934203447397
4609128CE,31,7,38,2606,2010,4616,596,0.05449864140463651,101,71,96,25,-0.24586730205682383
4609128CW,12,2,14,96,0,96,96,-0.13299671259529888,38,2,37,35,0.04981601998882508
4609128NE,5,2,7,50,0,50,50,-0.15024628516329294,37,1,36,35,0.04981601998882508
4609128NW,8,1,9,45,0,45,45,-0.1521212387032923,38,1,37,36,0.07938435219338998
4609128SW,11,1,12,229,0,229,229,-0.08312294843131607,49,1,49,48,0.43420433864816865
4609131CE,31,6,37,1720,1320,3040,400,-0.018999537363338162,103,80,89,9,-0.718960617329862
4609131CW,21,1,22,60,0,60,60,-0.14649637808329424,24,1,24,23,-0.3050039664659536
4609132CE,74,6,80,4249,1260,5509,2989,0.9518514056483274,103,70,94,24,-0.27543563426138873
4609132CW,49,1,50,230,0,230,230,-0.0827479577233162,61,1,60,59,0.7594559928983825
4609132SE,3,2,5,228,60,288,168,-0.10599738161930819,54,37,38,1,-0.9555072749663812
4609132SW,7,3,10,65,0,65,65,-0.14462142454329488,36,3,34,31,-0.06845730882943447
4609133CE,60,8,68,2474,1500,3974,974,0.19624512902858765,96,82,77,-5,-1.1329172681937705
4609133NE,19,2,21,105,0,105,105,-0.12962179622330006,49,2,48,46,0.37506767423903886
4609133NW,47,5,52,335,0,335,335,-0.04337393338332977,71,18,68,50,0.49334100305729844
4609134CE,38,7,45,3349,1740,5089,1609,0.4343642286085056,102,87,81,-6,-1.1624856003983355
4609134CW,18,1,19,0,0,0,0,-0.1689958205632865,21,1,21,20,-0.39370896307964826
4609134NE,43,2,45,153,0,153,153,-0.11162224223930625,64,2,63,61,0.8185926573075123
4609134NW,36,1,37,140,0,140,140,-0.11649712144330457,59,8,54,46,0.37506767423903886
4609134SE,3,1,4,0,0,0,0,-0.1689958205632865,3,1,3,2,-0.9259389427618163
4609134SW,6,1,7,50,0,50,50,-0.15024628516329294,35,1,34,33,-0.009320644420304698
4609135CE,33,47,80,1928,7680,9608,-5752,-2.3259423729785436,106,85,92,7,-0.7780972817389918
4609135CW,1,2,3,0,0,0,0,-0.1689958205632865,3,2,1,-1,-1.014643939375511
4609135NE,31,9,40,220,90,310,130,-0.12024702852330328,50,10,48,38,0.13852101660251975
4609135SE,6,16,22,80,0,80,80,-0.13899656392329682,41,14,33,19,-0.42327729528421315
4609135SW,7,20,27,50,0,50,50,-0.15024628516329294,55,20,38,18,-0.45284562748877805
4609136CE,25,31,56,2060,4545,6605,-2485,-1.1008477299429653,110,79,102,23,-0.3050039664659536
4609136CW,4,2,6,145,0,145,145,-0.11462216790330522,40,2,38,36,0.07938435219338998
4609136NE,8,2,10,45,0,45,45,-0.1521212387032923,41,2,39,37,0.10895268439795486
4609136NW,8,2,10,85,0,85,85,-0.13712161038329745,44,2,43,41,0.22722601321621444
4609136SW,7,10,17,50,0,50,50,-0.15024628516329294,39,10,32,22,-0.3345722986705185
4609137CE,28,9,37,2355,2220,4575,135,-0.11837207498330392,110,77,100,23,-0.3050039664659536
4609137CW,68,21,89,1881,2490,4371,-609,-0.3973651617352078,122,74,109,35,0.04981601998882508
4609137NE,6,3,9,19,180,199,-161,-0.2293693245512657,21,9,12,3,-0.8963706105572514
4609137NW,50,1,51,165,0,165,165,-0.1071223537433078,61,2,59,57,0.7003193284892527
4609137SE,29,3,32,275,0,275,275,-0.06587337586332201,70,3,68,65,0.9368659861257718
4609137SW,71,2,73,1803,0,1803,1803,0.5071124259604806,99,2,99,97,1.8830526166718482
4609138CE,19,3,22,1728,1860,3588,-132,-0.21849459401926946,109,86,99,13,-0.6006872885116025
4609138NW,7,1,8,50,0,50,50,-0.15024628516329294,42,1,41,40,0.19765768101164954
4609138SE,20,1,21,244,0,244,244,-0.077498087811318,66,1,66,65,0.9368659861257718
4609141CE,55,4,59,1992,1440,3432,552,0.0379990502526422,95,77,82,5,-0.8372339461481216
4609141CW,25,1,26,95,0,95,95,-0.13337170330329876,61,2,60,58,0.7298876606938176
4609141SW,40,3,43,5844,1200,7044,4644,1.5724610273881134,102,63,96,33,-0.009320644420304698
4609142CE,46,8,54,2505,870,3375,1635,0.44411398701650223,116,87,109,22,-0.3345722986705185
4609142CW,24,2,26,175,0,175,175,-0.1033724466633091,56,5,54,49,0.46377267085273355
4609142NE,26,5,31,643,0,643,643,0.07212320468063044,98,15,88,73,1.173412643762291
4609142NW,21,1,22,126,0,126,126,-0.12174699135530276,58,1,58,57,0.7003193284892527
4609142SE,8,1,9,75,0,75,75,-0.14087151746329618,45,1,45,44,0.31593100982990907
4609142SW,2,2,4,60,0,60,60,-0.14649637808329424,22,4,20,16,-0.5119822918979079
4609143CE,32,16,48,2245,1860,4105,385,-0.024624397983336224,99,76,86,10,-0.6893922851252972
4609143CW,9,1,10,147,0,147,147,-0.11387218648730547,37,1,36,35,0.04981601998882508
4609143NE,35,1,36,482,0,482,482,0.011749700692651242,88,1,88,87,1.5873692946261995
4609143NW,14,1,15,241,0,241,241,-0.07862305993531762,41,1,41,40,0.19765768101164954
4609143SE,20,7,27,144,0,144,144,-0.11499715861130509,47,13,44,31,-0.06845730882943447
4609143SW,1,1,2,0,0,0,0,-0.1689958205632865,19,1,18,17,-0.48241395969334294
4609144CE,39,5,44,3855,1680,5535,2175,0.6466089693364325,91,69,74,5,-0.8372339461481216
4609145CE,87,5,92,2879,2580,5459,299,-0.056873598871325114,98,75,81,6,-0.8076656139435567
4609145CW,80,2,82,1551,0,1551,1551,0.4126147675445131,75,2,73,71,1.1142759793531611
4609145NW,38,1,39,490,0,490,490,0.01474962635665021,62,1,61,60,0.7890243251029474
4609145SE,9,2,11,60,0,60,60,-0.14649637808329424,47,2,45,43,0.28636267762534423
4609145SW,5,4,9,281,0,281,281,-0.06362343161532279,41,3,39,36,0.07938435219338998
4609146CE,105,11,116,3051,2520,5571,531,0.03012424538464491,116,101,108,7,-0.7780972817389918
4609146CW,90,6,96,1984,0,1984,1984,0.5749857441084572,108,13,106,93,1.7647792878535888
4609146NW,5,1,6,156,0,156,156,-0.11049727011530663,33,1,33,32,-0.03888897662486959
4609146SE,27,3,30,472,0,472,472,0.007999793612652534,64,2,63,61,0.8185926573075123
4609146SW,27,1,28,557,0,557,557,0.039874003792641555,70,1,69,68,1.0255709827394666
4609147CE,28,13,41,2034,3900,5934,-1866,-0.8687284816910453,111,94,100,6,-0.8076656139435567
4609147SE,62,3,65,1326,0,1326,1326,0.32824185824454216,91,1,90,89,1.6465059590353293
4609148CE,17,6,23,1900,1800,3700,100,-0.1314967497632994,115,105,97,-8,-1.2216222648074653
4609148SE,5,4,9,50,1800,1850,-1750,-0.8252295595630603,79,73,34,-39,-2.138240563148977
4609151CE,71,5,76,3950,1200,5150,2750,0.8622286264363582,108,85,96,11,-0.6598239529207323
4609152CE,44,6,50,2566,1620,4186,946,0.1857453892045913,88,73,80,7,-0.7780972817389918
4609152NW,83,11,94,5178,1170,6348,4008,1.3339669371001956,112,81,104,23,-0.3050039664659536
4609153CE,53,5,58,1953,1260,3213,693,0.09087274008062399,89,71,78,7,-0.7780972817389918
4609153NE,64,9,73,2554,2430,4984,124,-0.1224969727713025,115,93,99,6,-0.8076656139435567
4609154CE,110,32,142,1432,1260,2692,172,-0.1044974187873087,115,95,102,7,-0.7780972817389918
4609154SE,21,2,23,45,360,405,-315,-0.2871178935832458,52,43,32,-11,-1.3103272614211599
4609154SW,18,22,40,110,0,110,110,-0.1277468426833007,71,30,55,25,-0.24586730205682383
4609155CE,32,4,36,2073,1200,3273,873,0.15837106752060073,116,76,111,35,0.04981601998882508
4609155CW,22,1,23,311,0,311,311,-0.05237371037532666,69,2,69,67,0.9960026505349016
4609155NW,47,5,52,673,0,673,673,0.08337292592062656,62,7,62,55,0.6411826640801229
4609155SW,67,10,77,1326,0,1326,1326,0.32824185824454216,86,13,86,73,1.173412643762291
4609156CE,45,16,61,2238,4200,6438,-1962,-0.9047275896590329,109,95,96,1,-0.9555072749663812
4609156CW,13,1,14,205,0,205,205,-0.09212272542331297,36,3,34,31,-0.06845730882943447
4609156NW,27,26,53,225,0,225,225,-0.08462291126331556,77,44,66,22,-0.3345722986705185
4609156SE,1,1,2,0,0,0,0,-0.1689958205632865,2,1,1,0,-0.9850756071709461
4609156SW,16,1,17,325,0,325,325,-0.04712384046332847,54,1,54,53,0.5820459996709931
4609157CE,35,20,55,2227,1455,3682,772,0.12049700601261377,121,67,116,49,0.46377267085273355
4609157NW,60,1,61,239,0,239,239,-0.07937304135131736,67,1,67,66,0.9664343183303367
4609158CE,18,16,34,1966,1800,3766,166,-0.10674736303530794,112,86,107,21,-0.36414063087508336
4609158NE,41,2,43,579,0,579,579,0.04812379936863871,70,2,70,68,1.0255709827394666
4609161CE,61,4,65,5978,1800,7778,4178,1.3977153574601737,102,58,92,34,0.020247687784260192
4609161SW,20,1,21,437,0,437,437,-0.005124881167342943,48,1,47,46,0.37506767423903886
4609162CE,29,21,50,1153,3750,4903,-2597,-1.1428466892389508,94,84,77,-7,-1.1920539326029003
4609162CW,25,4,29,94,690,784,-596,-0.3924902825312095,68,62,40,-22,-1.6355789156713736
4609162NE,7,4,11,50,690,740,-640,-0.40898987368320383,65,63,26,-37,-2.079103898739847
4609162NW,4,4,8,60,660,720,-600,-0.393990245363209,69,64,20,-44,-2.286082224171801
4609162SW,4,6,10,255,1050,1305,-795,-0.4671134334231838,75,72,27,-45,-2.315650556376366
4609163CE,10,6,16,1863,1440,3303,423,-0.010374751079341134,83,62,75,13,-0.6006872885116025
4609163SE,24,4,28,1040,990,2030,50,-0.15024628516329294,82,71,65,-6,-1.1624856003983355
4609164CE,50,3,53,1921,1260,3181,661,0.07887303742462812,103,76,96,20,-0.39370896307964826
4609165CE,16,5,21,1638,1200,2838,438,-0.004749890459343072,97,79,87,8,-0.748528949534427
4609165CW,122,2,124,2308,0,2308,2308,0.6964827335004153,120,4,119,115,2.4152825963540163
4609165NW,50,3,53,1170,0,1170,1170,0.2697433077965623,92,3,90,87,1.5873692946261995
4609165SW,136,2,138,735,0,735,735,0.10662234981661856,87,2,86,84,1.4986642980125047
4609166CE,100,9,109,2921,2340,5261,581,0.04887378078463845,128,105,115,10,-0.6893922851252972
4609166SE,73,1,74,332,0,332,332,-0.04449890550732938,67,1,67,66,0.9664343183303367
4609167CE,23,18,41,1385,2805,4190,-1420,-0.7014826259231031,115,93,98,5,-0.8372339461481216
4609167CW,7,1,8,290,0,290,290,-0.06024851524332395,57,1,57,56,0.6707509962846878
4609167SE,84,1,85,564,0,564,564,0.04249893874864065,71,2,71,69,1.0551393149440313
4609167SW,55,20,75,790,0,790,790,0.12724683875661144,78,23,72,49,0.46377267085273355
4609168CW,164,2,166,1928,0,1928,1928,0.5539862644604644,130,3,128,125,2.710965918399665
4609168SE,71,1,72,658,0,658,658,0.0777480653006285,81,1,81,80,1.380390969194245
4609171CE,99,5,104,6998,1140,8138,5858,2.0276997468999567,115,85,105,20,-0.39370896307964826
4609171NW,21,9,30,645,660,1305,-15,-0.17462068118328455,90,27,87,60,0.7890243251029474
4609172CE,83,28,111,2570,1200,3770,1370,0.3447414493965365,108,78,93,15,-0.5415506241024727
4609172NE,39,74,113,1859,1710,3569,149,-0.11312220507130573,119,107,85,-22,-1.6355789156713736
4609172NW,85,19,104,3307,1200,4507,2107,0.6211096011924413,142,81,134,53,0.5820459996709931
4609173CE,76,10,86,2299,2640,4939,-341,-0.29686765199124243,115,97,100,3,-0.8963706105572514
4609173CW,37,1,38,350,0,350,350,-0.037749072763331705,59,1,59,58,0.7298876606938176
4609174SE,127,4,131,5546,0,5546,5546,1.9107026460039969,136,5,136,131,2.8883759116270546
4609181CE,2,3,5,165,0,165,165,-0.1071223537433078,4,4,1,-3,-1.0737806037846407
4609181SE,101,1,102,3396,0,3396,3396,1.1044726238042748,114,1,114,113,2.3561459319448868
4609211CE,43,8,51,2395,1575,3970,820,0.13849655999660757,96,59,93,34,0.020247687784260192
4609211CW,17,3,20,89,0,89,89,-0.135621647551298,47,3,45,42,0.25679434542077934
4609211NE,1,1,2,0,0,0,0,-0.1689958205632865,2,1,1,0,-0.9850756071709461
4609211NW,48,9,57,4613,1590,6203,3023,0.964601089720323,104,59,101,42,0.25679434542077934
4609212CE,15,6,21,2005,1605,3610,400,-0.018999537363338162,83,56,79,23,-0.3050039664659536
